address,location,filepath,vulnerability,category,information,compiler,SWC_ID
/bdata2/sc/dataset/mainnet/0xaaaa332899c4847580334da7ed6eaf95289b3cfd.sol,257,/bdata2/sc/dataset/mainnet/0xaaaa332899c4847580334da7ed6eaf95289b3cfd.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.7,SWC-101
/bdata2/sc/dataset/mainnet/0xaaaa332899c4847580334da7ed6eaf95289b3cfd.sol,266,/bdata2/sc/dataset/mainnet/0xaaaa332899c4847580334da7ed6eaf95289b3cfd.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.7,SWC-101
/bdata2/sc/dataset/mainnet/0x8F812a2871A1c19ECB93a80F77FfdACd3e5Cf61A.sol,3559,/bdata2/sc/dataset/mainnet/0x8F812a2871A1c19ECB93a80F77FfdACd3e5Cf61A.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.17,SWC-101
/bdata2/sc/dataset/mainnet/0x3F4D187D90599AcF0fcF2AbC8c73b1E02b87e888.sol,826,/bdata2/sc/dataset/mainnet/0x3F4D187D90599AcF0fcF2AbC8c73b1E02b87e888.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.4,SWC-101
/bdata2/sc/dataset/mainnet/0x3F4D187D90599AcF0fcF2AbC8c73b1E02b87e888.sol,832,/bdata2/sc/dataset/mainnet/0x3F4D187D90599AcF0fcF2AbC8c73b1E02b87e888.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.4,SWC-101
/bdata2/sc/dataset/mainnet/0xd254a8f7ffeb6ecd76bedb2acbcf04f196c9d7a2.sol,262,/bdata2/sc/dataset/mainnet/0xd254a8f7ffeb6ecd76bedb2acbcf04f196c9d7a2.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.6.12,SWC-101
/bdata2/sc/dataset/mainnet/0xF1e803C90ccBe6a07Ba482bf8525954a9c3ec38B.sol,3372,/bdata2/sc/dataset/mainnet/0xF1e803C90ccBe6a07Ba482bf8525954a9c3ec38B.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0xF1e803C90ccBe6a07Ba482bf8525954a9c3ec38B.sol,3389,/bdata2/sc/dataset/mainnet/0xF1e803C90ccBe6a07Ba482bf8525954a9c3ec38B.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0x4D9c9760Ad1597c7C68CC4cDE21F9C43E62d82Db.sol,1323,/bdata2/sc/dataset/mainnet/0x4D9c9760Ad1597c7C68CC4cDE21F9C43E62d82Db.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0x4D9c9760Ad1597c7C68CC4cDE21F9C43E62d82Db.sol,1340,/bdata2/sc/dataset/mainnet/0x4D9c9760Ad1597c7C68CC4cDE21F9C43E62d82Db.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0x5C08069e456407356c391f87d37D28a08A83c6bB.sol,3188,/bdata2/sc/dataset/mainnet/0x5C08069e456407356c391f87d37D28a08A83c6bB.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0x5C08069e456407356c391f87d37D28a08A83c6bB.sol,3205,/bdata2/sc/dataset/mainnet/0x5C08069e456407356c391f87d37D28a08A83c6bB.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0x41B8Dbde2D4127111FBEDF31783781ae69300026.sol,255,/bdata2/sc/dataset/mainnet/0x41B8Dbde2D4127111FBEDF31783781ae69300026.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.10,SWC-101
/bdata2/sc/dataset/mainnet/0x3ab055bF8bA575cD82B9fF419D3C493Cb0776794.sol,270,/bdata2/sc/dataset/mainnet/0x3ab055bF8bA575cD82B9fF419D3C493Cb0776794.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.4,SWC-101
/bdata2/sc/dataset/mainnet/0x03882f1c0e3b21fe493a98386a818b5343bee7bd.sol,306,/bdata2/sc/dataset/mainnet/0x03882f1c0e3b21fe493a98386a818b5343bee7bd.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.11,SWC-101
/bdata2/sc/dataset/mainnet/0x03882f1c0e3b21fe493a98386a818b5343bee7bd.sol,316,/bdata2/sc/dataset/mainnet/0x03882f1c0e3b21fe493a98386a818b5343bee7bd.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.11,SWC-101
/bdata2/sc/dataset/mainnet/0x2975888be479c072b0b96e87423a782621dac2a2.sol,254,/bdata2/sc/dataset/mainnet/0x2975888be479c072b0b96e87423a782621dac2a2.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.11,SWC-101
/bdata2/sc/dataset/mainnet/0x2975888be479c072b0b96e87423a782621dac2a2.sol,263,/bdata2/sc/dataset/mainnet/0x2975888be479c072b0b96e87423a782621dac2a2.sol,basic-arithmetic-underflow,security,Possible arithmetic underflow,0.8.11,SWC-101
